Source,Target,Weight
Akane Maniax,Tokio Kidou Police,0.75
Akane Maniax,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,0.75
Akane Maniax,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,0.75
Futari Ecchi,Ultra Maniac OVA,0.75
Futari Ecchi,Pia Carrot e Youkoso!! 2 DX,0.75
Futari Ecchi,Happy☆Lesson,0.75
Futari Ecchi,Happy☆Lesson The Final,0.75
Futari Ecchi,Akane Maniax,0.75
Futari Ecchi,School Rumble: Ichi Gakki Hoshuu,0.75
Futari Ecchi,Moekan The Animation,0.75
Futari Ecchi,Kujibiki Unbalance,0.75
Futari Ecchi,Baby☆Love,0.75
Futari Ecchi,Ranma ½ OVA,0.75
Futari Ecchi,The Samurai,0.75
Futari Ecchi,Hanaukyou Maid-tai OVA,1.0
Futari Ecchi,Guardian Hearts,1.0
Futari Ecchi,Green Green OVA,1.0
Futari Ecchi,Ichigo 100% OVA,1.0
Futari Ecchi,Kyoukasho ni Nai!,1.0
Futari Ecchi,Video Girl Ai,0.8
Futari Ecchi,Yume de Aetara,0.8
Futari Ecchi,I''s Pure,0.8
Futari Ecchi,Tokyo Daigaku Monogatari,0.8
Futari Ecchi,Love Hina Again,0.8
Futari Ecchi,Itsudatte My Santa!,0.8
Futari Ecchi,Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,0.8
Futari Ecchi,Negima!? Haru Special!?,0.8
Futari Ecchi,Eiken: Eikenbu yori Ai wo Komete,0.75
Futari Ecchi,Kyou no 5 no 2,0.75
Futari Ecchi,Cosplay Complex,0.75
Futari Ecchi,Happy World!,0.8
Futari Ecchi,Bokusatsu Tenshi Dokuro-chan,0.75
Futari Ecchi,Onegai☆Teacher: Himitsu na Futari,0.8
Futari Ecchi,Hand Maid Mai,0.8
School Rumble: Ichi Gakki Hoshuu,Ultra Maniac OVA,1.0
School Rumble: Ichi Gakki Hoshuu,Pia Carrot e Youkoso!! 2 DX,1.0
School Rumble: Ichi Gakki Hoshuu,Happy☆Lesson,1.0
School Rumble: Ichi Gakki Hoshuu,Happy☆Lesson The Final,1.0
School Rumble: Ichi Gakki Hoshuu,Akane Maniax,1.0
School Rumble: Ichi Gakki Hoshuu,Moekan The Animation,1.0
School Rumble: Ichi Gakki Hoshuu,Kujibiki Unbalance,1.0
School Rumble: Ichi Gakki Hoshuu,Baby☆Love,1.0
School Rumble: Ichi Gakki Hoshuu,Ranma ½ OVA,1.0
School Rumble: Ichi Gakki Hoshuu,The Samurai,1.0
School Rumble: Ichi Gakki Hoshuu,Aa! Megami-sama!,0.75
School Rumble: Ichi Gakki Hoshuu,Pia Carrot e Youkoso!! 2,0.75
School Rumble: Ichi Gakki Hoshuu,Futari Ecchi,0.75
School Rumble: Ichi Gakki Hoshuu,Onegai☆Twins: Natsu wa Owaranai,0.75
School Rumble: Ichi Gakki Hoshuu,Koutetsu Tenshi Kurumi Encore,0.75
School Rumble: Ichi Gakki Hoshuu,Green Green Thirteen: Erolutions,0.75
School Rumble: Ichi Gakki Hoshuu,Denshin Mamotte Shugogetten,0.75
School Rumble: Ichi Gakki Hoshuu,Otogi Story Tenshi no Shippo Specials,0.75
School Rumble: Ichi Gakki Hoshuu,Canvas: Sepia-iro no Motif,0.75
School Rumble: Ichi Gakki Hoshuu,Hanaukyou Maid-tai OVA,0.75
School Rumble: Ichi Gakki Hoshuu,Guardian Hearts,0.75
School Rumble: Ichi Gakki Hoshuu,Green Green OVA,0.75
School Rumble: Ichi Gakki Hoshuu,Ichigo 100% OVA,0.75
School Rumble: Ichi Gakki Hoshuu,Ranma ½: Yomigaeru Kioku,0.75
School Rumble: Ichi Gakki Hoshuu,Good Morning Call,0.75
School Rumble: Ichi Gakki Hoshuu,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,0.75
School Rumble: Ichi Gakki Hoshuu,Kyoukasho ni Nai!,0.75
School Rumble: Ichi Gakki Hoshuu,1 Pound no Fukuin,0.75
School Rumble: Ichi Gakki Hoshuu,Tokio Kidou Police,0.75
School Rumble: Ichi Gakki Hoshuu,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,0.75
School Rumble: Ichi Gakki Hoshuu,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,0.75
Onegai☆Twins: Natsu wa Owaranai,Ultra Maniac OVA,0.75
Onegai☆Twins: Natsu wa Owaranai,Pia Carrot e Youkoso!! 2 DX,0.75
Onegai☆Twins: Natsu wa Owaranai,Happy☆Lesson,0.75
Onegai☆Twins: Natsu wa Owaranai,Happy☆Lesson The Final,0.75
Onegai☆Twins: Natsu wa Owaranai,Akane Maniax,0.75
Onegai☆Twins: Natsu wa Owaranai,School Rumble: Ichi Gakki Hoshuu,0.75
Onegai☆Twins: Natsu wa Owaranai,Moekan The Animation,0.75
Onegai☆Twins: Natsu wa Owaranai,Kujibiki Unbalance,0.75
Onegai☆Twins: Natsu wa Owaranai,Baby☆Love,0.75
Onegai☆Twins: Natsu wa Owaranai,Ranma ½ OVA,0.75
Onegai☆Twins: Natsu wa Owaranai,The Samurai,0.75
Onegai☆Twins: Natsu wa Owaranai,Ranma ½: Yomigaeru Kioku,1.0
Onegai☆Twins: Natsu wa Owaranai,Good Morning Call,1.0
Onegai☆Twins: Natsu wa Owaranai,Video Girl Ai,0.8
Onegai☆Twins: Natsu wa Owaranai,Yume de Aetara,0.8
Onegai☆Twins: Natsu wa Owaranai,I''s Pure,0.8
Onegai☆Twins: Natsu wa Owaranai,Tokyo Daigaku Monogatari,0.8
Onegai☆Twins: Natsu wa Owaranai,Love Hina Again,0.8
Onegai☆Twins: Natsu wa Owaranai,Shin Angel,0.8
Onegai☆Twins: Natsu wa Owaranai,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,0.75
Onegai☆Twins: Natsu wa Owaranai,Sakura Tsuushin,0.8
Koutetsu Tenshi Kurumi Encore,Ultra Maniac OVA,0.75
Koutetsu Tenshi Kurumi Encore,Pia Carrot e Youkoso!! 2 DX,0.75
Koutetsu Tenshi Kurumi Encore,Happy☆Lesson,0.75
Koutetsu Tenshi Kurumi Encore,Happy☆Lesson The Final,0.75
Koutetsu Tenshi Kurumi Encore,Akane Maniax,0.75
Koutetsu Tenshi Kurumi Encore,School Rumble: Ichi Gakki Hoshuu,0.75
Koutetsu Tenshi Kurumi Encore,Moekan The Animation,0.75
Koutetsu Tenshi Kurumi Encore,Kujibiki Unbalance,0.75
Koutetsu Tenshi Kurumi Encore,Baby☆Love,0.75
Koutetsu Tenshi Kurumi Encore,Ranma ½ OVA,0.75
Koutetsu Tenshi Kurumi Encore,The Samurai,0.75
Koutetsu Tenshi Kurumi Encore,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,1.0
Koutetsu Tenshi Kurumi Encore,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,1.0
Koutetsu Tenshi Kurumi Encore,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,1.0
Koutetsu Tenshi Kurumi Encore,Onegai☆Teacher: Himitsu na Futari,0.8
Koutetsu Tenshi Kurumi Encore,Hand Maid Mai,0.8
Koutetsu Tenshi Kurumi Encore,Stratos 4 Advance,0.75
Koutetsu Tenshi Kurumi Encore,Puni Puni☆Poemii,0.75
Koutetsu Tenshi Kurumi Encore,Tenbatsu Angel Rabbie☆,0.75
Koutetsu Tenshi Kurumi Encore,Nanako Kaitai Shinsho,0.75
Koutetsu Tenshi Kurumi Encore,Dominion,0.75
Koutetsu Tenshi Kurumi Encore,New Dominion Tank Police,0.75
Koutetsu Tenshi Kurumi Encore,Kidou Keisatsu Patlabor,0.75
Koutetsu Tenshi Kurumi Encore,Kidou Keisatsu Patlabor: New OVA,0.75
Koutetsu Tenshi Kurumi Encore,Sentou Yousei Shoujo Tasukete! Mave-chan,0.75
Koutetsu Tenshi Kurumi Encore,Bishoujo Yuugekitai Battle Skipper,0.75
Koutetsu Tenshi Kurumi Encore,Stratos 4 Advance Kanketsu-hen,0.75
Koutetsu Tenshi Kurumi Encore,Stratos 4 OVA,0.75
Koutetsu Tenshi Kurumi Encore,Mahoutsukai Tai!,0.8
Moekan The Animation,Ultra Maniac OVA,1.0
Moekan The Animation,Pia Carrot e Youkoso!! 2 DX,1.0
Moekan The Animation,Happy☆Lesson,1.0
Moekan The Animation,Happy☆Lesson The Final,1.0
Moekan The Animation,Akane Maniax,1.0
Moekan The Animation,School Rumble: Ichi Gakki Hoshuu,1.0
Moekan The Animation,Kujibiki Unbalance,1.0
Moekan The Animation,Baby☆Love,1.0
Moekan The Animation,Ranma ½ OVA,1.0
Moekan The Animation,The Samurai,1.0
Moekan The Animation,Aa! Megami-sama!,0.75
Moekan The Animation,Pia Carrot e Youkoso!! 2,0.75
Moekan The Animation,Futari Ecchi,0.75
Moekan The Animation,Onegai☆Twins: Natsu wa Owaranai,0.75
Moekan The Animation,Koutetsu Tenshi Kurumi Encore,0.75
Moekan The Animation,Green Green Thirteen: Erolutions,0.75
Moekan The Animation,Denshin Mamotte Shugogetten,0.75
Moekan The Animation,Otogi Story Tenshi no Shippo Specials,0.75
Moekan The Animation,Canvas: Sepia-iro no Motif,0.75
Moekan The Animation,Hanaukyou Maid-tai OVA,0.75
Moekan The Animation,Guardian Hearts,0.75
Moekan The Animation,Green Green OVA,0.75
Moekan The Animation,Ichigo 100% OVA,0.75
Moekan The Animation,Ranma ½: Yomigaeru Kioku,0.75
Moekan The Animation,Good Morning Call,0.75
Moekan The Animation,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,0.75
Moekan The Animation,Kyoukasho ni Nai!,0.75
Moekan The Animation,1 Pound no Fukuin,0.75
Moekan The Animation,Tokio Kidou Police,0.75
Moekan The Animation,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,0.75
Moekan The Animation,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,0.75
Green Green Thirteen: Erolutions,Ultra Maniac OVA,0.75
Green Green Thirteen: Erolutions,Pia Carrot e Youkoso!! 2 DX,0.75
Green Green Thirteen: Erolutions,Happy☆Lesson,0.75
Green Green Thirteen: Erolutions,Happy☆Lesson The Final,0.75
Green Green Thirteen: Erolutions,Akane Maniax,0.75
Green Green Thirteen: Erolutions,School Rumble: Ichi Gakki Hoshuu,0.75
Green Green Thirteen: Erolutions,Moekan The Animation,0.75
Green Green Thirteen: Erolutions,Kujibiki Unbalance,0.75
Green Green Thirteen: Erolutions,Baby☆Love,0.75
Green Green Thirteen: Erolutions,Ranma ½ OVA,0.75
Green Green Thirteen: Erolutions,The Samurai,0.75
Green Green Thirteen: Erolutions,Pia Carrot e Youkoso!! 2,1.0
Green Green Thirteen: Erolutions,Tokio Kidou Police,1.0
Green Green Thirteen: Erolutions,Pia Carrot e Youkoso!!,0.75
Green Green Thirteen: Erolutions,Shin Angel,0.8
Denshin Mamotte Shugogetten,Ultra Maniac OVA,0.75
Denshin Mamotte Shugogetten,Pia Carrot e Youkoso!! 2 DX,0.75
Denshin Mamotte Shugogetten,Happy☆Lesson,0.75
Denshin Mamotte Shugogetten,Happy☆Lesson The Final,0.75
Denshin Mamotte Shugogetten,Akane Maniax,0.75
Denshin Mamotte Shugogetten,School Rumble: Ichi Gakki Hoshuu,0.75
Denshin Mamotte Shugogetten,Moekan The Animation,0.75
Denshin Mamotte Shugogetten,Kujibiki Unbalance,0.75
Denshin Mamotte Shugogetten,Baby☆Love,0.75
Denshin Mamotte Shugogetten,Ranma ½ OVA,0.75
Denshin Mamotte Shugogetten,The Samurai,0.75
Denshin Mamotte Shugogetten,Otogi Story Tenshi no Shippo Specials,1.0
Denshin Mamotte Shugogetten,Itsudatte My Santa!,0.8
Denshin Mamotte Shugogetten,Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,0.8
Denshin Mamotte Shugogetten,Negima!? Haru Special!?,0.8
Denshin Mamotte Shugogetten,.hack//Gift,0.75
Denshin Mamotte Shugogetten,Dragon Half,0.75
Denshin Mamotte Shugogetten,Fullmetal Alchemist: Premium Collection,0.75
Denshin Mamotte Shugogetten,Houma Hunter Lime,0.75
Denshin Mamotte Shugogetten,Ojamajo Doremi Na-i-sho,0.75
Denshin Mamotte Shugogetten,Jikuu Ihoujin Kyoko: Chocola ni Omakase!,0.75
Denshin Mamotte Shugogetten,Happy World!,0.8
Denshin Mamotte Shugogetten,Akazukin Chacha OVA,0.75
Denshin Mamotte Shugogetten,Mahoutsukai Tai!,0.8
Kujibiki Unbalance,Ultra Maniac OVA,1.0
Kujibiki Unbalance,Pia Carrot e Youkoso!! 2 DX,1.0
Kujibiki Unbalance,Happy☆Lesson,1.0
Kujibiki Unbalance,Happy☆Lesson The Final,1.0
Kujibiki Unbalance,Akane Maniax,1.0
Kujibiki Unbalance,School Rumble: Ichi Gakki Hoshuu,1.0
Kujibiki Unbalance,Moekan The Animation,1.0
Kujibiki Unbalance,Baby☆Love,1.0
Kujibiki Unbalance,Ranma ½ OVA,1.0
Kujibiki Unbalance,The Samurai,1.0
Kujibiki Unbalance,Aa! Megami-sama!,0.75
Kujibiki Unbalance,Pia Carrot e Youkoso!! 2,0.75
Kujibiki Unbalance,Futari Ecchi,0.75
Kujibiki Unbalance,Onegai☆Twins: Natsu wa Owaranai,0.75
Kujibiki Unbalance,Koutetsu Tenshi Kurumi Encore,0.75
Kujibiki Unbalance,Green Green Thirteen: Erolutions,0.75
Kujibiki Unbalance,Denshin Mamotte Shugogetten,0.75
Kujibiki Unbalance,Otogi Story Tenshi no Shippo Specials,0.75
Kujibiki Unbalance,Canvas: Sepia-iro no Motif,0.75
Kujibiki Unbalance,Hanaukyou Maid-tai OVA,0.75
Kujibiki Unbalance,Guardian Hearts,0.75
Kujibiki Unbalance,Green Green OVA,0.75
Kujibiki Unbalance,Ichigo 100% OVA,0.75
Kujibiki Unbalance,Ranma ½: Yomigaeru Kioku,0.75
Kujibiki Unbalance,Good Morning Call,0.75
Kujibiki Unbalance,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,0.75
Kujibiki Unbalance,Kyoukasho ni Nai!,0.75
Kujibiki Unbalance,1 Pound no Fukuin,0.75
Kujibiki Unbalance,Tokio Kidou Police,0.75
Kujibiki Unbalance,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,0.75
Kujibiki Unbalance,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,0.75
Otogi Story Tenshi no Shippo Specials,Ultra Maniac OVA,0.75
Otogi Story Tenshi no Shippo Specials,Pia Carrot e Youkoso!! 2 DX,0.75
Otogi Story Tenshi no Shippo Specials,Happy☆Lesson,0.75
Otogi Story Tenshi no Shippo Specials,Happy☆Lesson The Final,0.75
Otogi Story Tenshi no Shippo Specials,Akane Maniax,0.75
Otogi Story Tenshi no Shippo Specials,School Rumble: Ichi Gakki Hoshuu,0.75
Otogi Story Tenshi no Shippo Specials,Moekan The Animation,0.75
Otogi Story Tenshi no Shippo Specials,Kujibiki Unbalance,0.75
Otogi Story Tenshi no Shippo Specials,Baby☆Love,0.75
Otogi Story Tenshi no Shippo Specials,Ranma ½ OVA,0.75
Otogi Story Tenshi no Shippo Specials,The Samurai,0.75
Otogi Story Tenshi no Shippo Specials,Denshin Mamotte Shugogetten,1.0
Otogi Story Tenshi no Shippo Specials,Itsudatte My Santa!,0.8
Otogi Story Tenshi no Shippo Specials,Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,0.8
Otogi Story Tenshi no Shippo Specials,Negima!? Haru Special!?,0.8
Otogi Story Tenshi no Shippo Specials,.hack//Gift,0.75
Otogi Story Tenshi no Shippo Specials,Dragon Half,0.75
Otogi Story Tenshi no Shippo Specials,Fullmetal Alchemist: Premium Collection,0.75
Otogi Story Tenshi no Shippo Specials,Houma Hunter Lime,0.75
Otogi Story Tenshi no Shippo Specials,Ojamajo Doremi Na-i-sho,0.75
Otogi Story Tenshi no Shippo Specials,Jikuu Ihoujin Kyoko: Chocola ni Omakase!,0.75
Otogi Story Tenshi no Shippo Specials,Happy World!,0.8
Otogi Story Tenshi no Shippo Specials,Akazukin Chacha OVA,0.75
Otogi Story Tenshi no Shippo Specials,Mahoutsukai Tai!,0.8
Canvas: Sepia-iro no Motif,Ultra Maniac OVA,0.75
Canvas: Sepia-iro no Motif,Pia Carrot e Youkoso!! 2 DX,0.75
Canvas: Sepia-iro no Motif,Happy☆Lesson,0.75
Canvas: Sepia-iro no Motif,Happy☆Lesson The Final,0.75
Canvas: Sepia-iro no Motif,Akane Maniax,0.75
Canvas: Sepia-iro no Motif,School Rumble: Ichi Gakki Hoshuu,0.75
Canvas: Sepia-iro no Motif,Moekan The Animation,0.75
Canvas: Sepia-iro no Motif,Kujibiki Unbalance,0.75
Canvas: Sepia-iro no Motif,Baby☆Love,0.75
Canvas: Sepia-iro no Motif,Ranma ½ OVA,0.75
Canvas: Sepia-iro no Motif,The Samurai,0.75
Canvas: Sepia-iro no Motif,Sakura Tsuushin,0.8
Canvas: Sepia-iro no Motif,Jungle wa Itsumo Hare nochi Guu Deluxe,0.75
Baby☆Love,Ultra Maniac OVA,1.0
Baby☆Love,Pia Carrot e Youkoso!! 2 DX,1.0
Baby☆Love,Happy☆Lesson,1.0
Baby☆Love,Happy☆Lesson The Final,1.0
Baby☆Love,Akane Maniax,1.0
Baby☆Love,School Rumble: Ichi Gakki Hoshuu,1.0
Baby☆Love,Moekan The Animation,1.0
Baby☆Love,Kujibiki Unbalance,1.0
Baby☆Love,Ranma ½ OVA,1.0
Baby☆Love,The Samurai,1.0
Baby☆Love,Aa! Megami-sama!,0.75
Baby☆Love,Pia Carrot e Youkoso!! 2,0.75
Baby☆Love,Futari Ecchi,0.75
Baby☆Love,Onegai☆Twins: Natsu wa Owaranai,0.75
Baby☆Love,Koutetsu Tenshi Kurumi Encore,0.75
Baby☆Love,Green Green Thirteen: Erolutions,0.75
Baby☆Love,Denshin Mamotte Shugogetten,0.75
Baby☆Love,Otogi Story Tenshi no Shippo Specials,0.75
Baby☆Love,Canvas: Sepia-iro no Motif,0.75
Baby☆Love,Hanaukyou Maid-tai OVA,0.75
Baby☆Love,Guardian Hearts,0.75
Baby☆Love,Green Green OVA,0.75
Baby☆Love,Ichigo 100% OVA,0.75
Baby☆Love,Ranma ½: Yomigaeru Kioku,0.75
Baby☆Love,Good Morning Call,0.75
Baby☆Love,Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,0.75
Baby☆Love,Kyoukasho ni Nai!,0.75
Baby☆Love,1 Pound no Fukuin,0.75
Baby☆Love,Tokio Kidou Police,0.75
Baby☆Love,UFO Princess Valkyrie 3: Seiresetsu no Hanayome,0.75
Baby☆Love,UFO Princess Valkyrie 4: Toki to Yume to Ginga no Utage,0.75
Hanaukyou Maid-tai OVA,Ultra Maniac OVA,0.75
Hanaukyou Maid-tai OVA,Pia Carrot e Youkoso!! 2 DX,0.75
Hanaukyou Maid-tai OVA,Happy☆Lesson,0.75
Hanaukyou Maid-tai OVA,Happy☆Lesson The Final,0.75
Hanaukyou Maid-tai OVA,Akane Maniax,0.75
Hanaukyou Maid-tai OVA,School Rumble: Ichi Gakki Hoshuu,0.75
Hanaukyou Maid-tai OVA,Moekan The Animation,0.75
Hanaukyou Maid-tai OVA,Kujibiki Unbalance,0.75
Hanaukyou Maid-tai OVA,Baby☆Love,0.75
Hanaukyou Maid-tai OVA,Ranma ½ OVA,0.75
Hanaukyou Maid-tai OVA,The Samurai,0.75
Hanaukyou Maid-tai OVA,Futari Ecchi,1.0
Hanaukyou Maid-tai OVA,Guardian Hearts,1.0
Hanaukyou Maid-tai OVA,Green Green OVA,1.0
Hanaukyou Maid-tai OVA,Ichigo 100% OVA,1.0
Hanaukyou Maid-tai OVA,Kyoukasho ni Nai!,1.0
Hanaukyou Maid-tai OVA,Video Girl Ai,0.8
Hanaukyou Maid-tai OVA,Yume de Aetara,0.8
Hanaukyou Maid-tai OVA,I''s Pure,0.8
Hanaukyou Maid-tai OVA,Tokyo Daigaku Monogatari,0.8
Hanaukyou Maid-tai OVA,Love Hina Again,0.8
Hanaukyou Maid-tai OVA,Itsudatte My Santa!,0.8
Hanaukyou Maid-tai OVA,Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,0.8
Hanaukyou Maid-tai OVA,Negima!? Haru Special!?,0.8
Hanaukyou Maid-tai OVA,Eiken: Eikenbu yori Ai wo Komete,0.75
Hanaukyou Maid-tai OVA,Kyou no 5 no 2,0.75
Hanaukyou Maid-tai OVA,Cosplay Complex,0.75
Hanaukyou Maid-tai OVA,Happy World!,0.8
Hanaukyou Maid-tai OVA,Bokusatsu Tenshi Dokuro-chan,0.75
Hanaukyou Maid-tai OVA,Onegai☆Teacher: Himitsu na Futari,0.8
Hanaukyou Maid-tai OVA,Hand Maid Mai,0.8
Guardian Hearts,Ultra Maniac OVA,0.75
Guardian Hearts,Pia Carrot e Youkoso!! 2 DX,0.75
Guardian Hearts,Happy☆Lesson,0.75
Guardian Hearts,Happy☆Lesson The Final,0.75
Guardian Hearts,Akane Maniax,0.75
Guardian Hearts,School Rumble: Ichi Gakki Hoshuu,0.75
Guardian Hearts,Moekan The Animation,0.75
Guardian Hearts,Kujibiki Unbalance,0.75
Guardian Hearts,Baby☆Love,0.75
Guardian Hearts,Ranma ½ OVA,0.75
Guardian Hearts,The Samurai,0.75
Guardian Hearts,Futari Ecchi,1.0
Guardian Hearts,Hanaukyou Maid-tai OVA,1.0
Guardian Hearts,Green Green OVA,1.0
Guardian Hearts,Ichigo 100% OVA,1.0
Guardian Hearts,Kyoukasho ni Nai!,1.0
Guardian Hearts,Video Girl Ai,0.8
Guardian Hearts,Yume de Aetara,0.8
Guardian Hearts,I''s Pure,0.8
Guardian Hearts,Tokyo Daigaku Monogatari,0.8
Guardian Hearts,Love Hina Again,0.8
Guardian Hearts,Itsudatte My Santa!,0.8
Guardian Hearts,Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,0.8
Guardian Hearts,Negima!? Haru Special!?,0.8
Guardian Hearts,Eiken: Eikenbu yori Ai wo Komete,0.75
Guardian Hearts,Kyou no 5 no 2,0.75
Guardian Hearts,Cosplay Complex,0.75
Guardian Hearts,Happy World!,0.8
Guardian Hearts,Bokusatsu Tenshi Dokuro-chan,0.75
Guardian Hearts,Onegai☆Teacher: Himitsu na Futari,0.8
Guardian Hearts,Hand Maid Mai,0.8
Green Green OVA,Ultra Maniac OVA,0.75
Green Green OVA,Pia Carrot e Youkoso!! 2 DX,0.75
Green Green OVA,Happy☆Lesson,0.75
Green Green OVA,Happy☆Lesson The Final,0.75
Green Green OVA,Akane Maniax,0.75
Green Green OVA,School Rumble: Ichi Gakki Hoshuu,0.75
Green Green OVA,Moekan The Animation,0.75
Green Green OVA,Kujibiki Unbalance,0.75
Green Green OVA,Baby☆Love,0.75
Green Green OVA,Ranma ½ OVA,0.75
Green Green OVA,The Samurai,0.75
Green Green OVA,Futari Ecchi,1.0
Green Green OVA,Hanaukyou Maid-tai OVA,1.0
Green Green OVA,Guardian Hearts,1.0
Green Green OVA,Ichigo 100% OVA,1.0
Green Green OVA,Kyoukasho ni Nai!,1.0
Green Green OVA,Video Girl Ai,0.8
Green Green OVA,Yume de Aetara,0.8
Green Green OVA,I''s Pure,0.8
Green Green OVA,Tokyo Daigaku Monogatari,0.8
Green Green OVA,Love Hina Again,0.8
Green Green OVA,Itsudatte My Santa!,0.8
Green Green OVA,Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,0.8
Green Green OVA,Negima!? Haru Special!?,0.8
Green Green OVA,Eiken: Eikenbu yori Ai wo Komete,0.75
Green Green OVA,Kyou no 5 no 2,0.75
Green Green OVA,Cosplay Complex,0.75
Green Green OVA,Happy World!,0.8
Green Green OVA,Bokusatsu Tenshi Dokuro-chan,0.75
Green Green OVA,Onegai☆Teacher: Himitsu na Futari,0.8
Green Green OVA,Hand Maid Mai,0.8
Ichigo 100% OVA,Ultra Maniac OVA,0.75
Ichigo 100% OVA,Pia Carrot e Youkoso!! 2 DX,0.75
Ichigo 100% OVA,Happy☆Lesson,0.75
Ichigo 100% OVA,Happy☆Lesson The Final,0.75
Ichigo 100% OVA,Akane Maniax,0.75
Ichigo 100% OVA,School Rumble: Ichi Gakki Hoshuu,0.75
Ichigo 100% OVA,Moekan The Animation,0.75
Ichigo 100% OVA,Kujibiki Unbalance,0.75
Ichigo 100% OVA,Baby☆Love,0.75
Ichigo 100% OVA,Ranma ½ OVA,0.75
Ichigo 100% OVA,The Samurai,0.75
Ichigo 100% OVA,Futari Ecchi,1.0
Ichigo 100% OVA,Hanaukyou Maid-tai OVA,1.0
Ichigo 100% OVA,Guardian Hearts,1.0
Ichigo 100% OVA,Green Green OVA,1.0
Ichigo 100% OVA,Kyoukasho ni Nai!,1.0
Ichigo 100% OVA,Video Girl Ai,0.8
Ichigo 100% OVA,Yume de Aetara,0.8
Ichigo 100% OVA,I''s Pure,0.8
Ichigo 100% OVA,Tokyo Daigaku Monogatari,0.8
Ichigo 100% OVA,Love Hina Again,0.8
